index,Title,Time,Url,Body,summ,Location,latitude,longitude
2005,"'Earthquake in Utah???!?!': Donovan Mitchell, other athletes react to Salt Lake City shake",2020-03-18 16:09 UTC,https://www.deseret.com/2020/3/18/21185166/earthquake-in-utah-donovan-mitchell-other-athletes-react-to-salt-lake-city-shake,"Utah Jazz guard Donovan Mitchell (45) looks back at the court from the stands after leaping into the crowd after the ball during an NBA game at Vivint Arena in Salt Lake City on Monday, Jan. 27, 2020. Steve Griffin, Deseret News As a magnitude 5.7 earthquake rumbled Salt Lake City this morning, a number of athletes took to Twitter to react to the shake. Of note, a bunch of Utah Jazz players did, even after the NBA said earlier this week that players could leave their markets in the wake of the coronavirus outbreak (with the exception of the quarantined Rudy Gobert and Donovan Mitchell, who tested positive for the virus). Earthquake in Utah???!?! Y’all please stay safe out there 🙏🏾🙏🏾🙏🏾😱😱😱 Dawggg that was so crazy, the whole house was shaking and woke me up outta my sleep!! Our whole house shook like crazy! Wow! First time for me! That Earthquake just now shook me outta sleep! Other people involved with both college and pro around the state also reacted to the quake. Just shaken out of sound sleep by 5.7 earthquake in Salt Lake City. We are all safe. Please Pray for no further aftershocks.  Please pray for all of us. I’m over 2020 🤦🏾‍♂️we just get earthquake  🤯 First experience in my life and I was terrified..... what’s going on 🌎?! pic.twitter.com/H1K7fxGD0C Everyone okay?   Stay safe today, Utah. Follow all earthquake safety protocols if your area was affected by this morning’s earthquake. Just remember, we’re all in this together! #MyReasonWhy But the award for most humorous tweet of the morning surely has to go to University of Utah receiver Britain Covey. Did Coach Whitt just flex his calves?   Copyright © 2023 Deseret News Publishing Company. All Rights Reserved","Steve Griffin, Deseret News As a magnitude 5.7 earthquake rumbled Salt Lake City this morning, a number of athletes took to Twitter to react to the shake.
Earthquake in Utah???!?!
That Earthquake just now shook me outta sleep!
Just shaken out of sound sleep by 5.7 earthquake in Salt Lake City.",Salt Lake City,40.7776,-111.9311
2007,"Arizonans in Yuma, West Valley feel Baja California earthquake Friday night",2020-03-07 05:24 UTC,https://www.azcentral.com/story/news/local/arizona-breaking/2020/03/06/earthquake-baja-california-felt-yuma-parts-metro-phoenix/4983406002/,"Arizonans in Yuma and parts of west Phoenix said they felt the effects of a 5.5 magnitude earthquake in Baja California on Friday night.   The National Weather Service in Phoenix tweeted about 9 p.m. asking people where they felt the 5.5. magnitude earthquake out of northern Mexico, suggesting that people likely felt it in Yuma.   While the bulk of Arizonans posting on social media about the earthquake said they felt it in Yuma, others reported feeling its effects in Goodyear, Surprise, Casa Grande and even Mesa.  ""I heard the blinds fluttering and knew it wasn't Santa, so it must be a other earthquake in Arizona,"" tweeted Vicki, a resident of Surprise. ""At least I didn't think it was a seizure this time."" A Phoenix resident said on Twitter the earthquake caused ""subtle movement"" while they were lying in bed.  ""I did feel it in our Midtown 4th floor condo...it was a subtle movement as I was lying in bed!"" said Soilo J. Felix. ""I have been refreshing my Twitter feed hoping it was an earthquake and not going crazy."" An Arizona resident tweeted on Friday that she never experienced an earthquake while living in California for 18 years and was shocked to experience one Friday night in another state.  ""18 years of being in California never felt an earthquake, then I come to Arizona and finally feel one, I'm shook,"" Karen said.  While Debbie, a Mesa resident, didn't personally feel the earthquake Friday night, her cats may have.  ""Interesting! A little while ago both my cats started looking panicked and like they didn't know what to do!"" she tweeted. ""I'm in East Mesa but I didn't feel it. My screen door made a funny noise. Thought thats what set off the cats!?"" Last July, Phoenix-area residents took to social media to report feeling the effects of a 7.1 magnitude earlier in California.  Reach the reporter at chelsea.curtis@arizonarepublic.com or follow her on Twitter @curtis_chels.  Support local journalism. Subscribe to azcentral today.","Arizonans in Yuma and parts of west Phoenix said they felt the effects of a 5.5 magnitude earthquake in Baja California on Friday night.
While the bulk of Arizonans posting on social media about the earthquake said they felt it in Yuma, others reported feeling its effects in Goodyear, Surprise, Casa Grande and even Mesa.
""18 years of being in California never felt an earthquake, then I come to Arizona and finally feel one, I'm shook,"" Karen said.",Phoenix,33.5722,-112.0892
2052,Big earthquake strikes Idaho,2020-04-01 21:39 UTC,https://www.concordmonitor.com/-I-heard-the-roar--Big-earthquake-hits-Idaho-33664436,"
This photo provided by Tyler Beyer shows a rockslide on Highway 21 near Lowman, Idaho, after a magnitude 6.5 earthquake struck Tuesday, March 31, 2020. The earthquake struck north of Boise, Idaho, Tuesday evening, with people across a large area reporting shaking. (Tyler Beyer via AP) Tyler Beyer

 
Rocks fall from the north side of the Snake River Canyon during an earthquake Tuesday near Twin Falls, Idaho.  AP

 BOISE, Idaho — A large earthquake struck north of Boise on Tuesday evening, with people across a large area reporting shaking.  The U.S. Geological Survey reports the magnitude 6.5 temblor struck just before 6 p.m. It was centered 73 miles northeast of Meridian, near the rural mountain town of Stanley. There were no immediate reports of damage or injuries. More than 2 million live in the region that could feel the Idaho quake, according to the USGS, with reports of shaking coming in from as far away as Helena, Mont., and Salt Lake City, Utah. Marcus Smith, an emergency room health unit coordinator at St. Luke’s Wood River Medical Center, said the hospital, about 65 miles south of the epicenter, shook but the quake didn’t interfere with the treatment of any patients. The hospital in Blaine County is on the front line of Idaho’s coronavirus outbreak, in a region with the nation’s highest per-capita rates of known COVID-19 cases outside of New York City and its surrounding counties. “It felt like a wave going through the ground, so I knew right away what it was. It just felt like waves going through the ground,” he said. The earthquake added stress during an already tense time for the region, but Smith said everything seemed fine, for now. “Until the next one, I guess,” Smith said. “I mean, that’s what we do. We’re all good.”  Brett Woolley, the owner of Bridge Street Grill in Stanley, said he heard the earthquake coming before he felt it. “I heard the roar, and at first it sounded like the wind but then the roar was tremendous,” Woolley said about 10 minutes after the earthquake. “The whole house was rattling, and I started to panic. I’m sitting here perfectly still and the water next to me is still vibrating.”  Dr. Lucy Jones, a seismologist at Caltech and the founder of the Dr. Lucy Jones Center for Science and Seismology, said the Idaho region has an earthquake of about this size every 30 or 40 years. The most recent one, a magnitude 7.0 earthquake near Borah Peak in 1983, killed two children in Challis and caused an estimated $12.5 million in property damage across Challis and Mackay. That quake was along what scientists call a “normal fault,” with the quake causing vertical movement, she said. Tuesday’s quake appeared to be on an unmapped “strike-slip fault,” causing mostly horizontal movement along the fault line. “This is one that wasn’t obvious enough to be mapped before now,” Jones said. Unmapped faults of this size are rarer in highly populated areas like California, she said, but in sparsely populated and remote regions like central Idaho they’re less likely to cause damage and less likely to be a focus of geologists and seismologists. Residents in the region likely will continue to feel aftershocks, she said. The area had already recorded five aftershocks within the first hours after the 6.5 earthquake. “An aftershock is just an earthquake, but it happens at a time that doesn’t surprise us,” she said. “They do every bit as much damage.”  People in an earthquake should drop to the floor and cover their heads with their arms, she said. “Get to the floor before the earthquake throws you there, and if you have a table nearby, get under it and hold onto it,” Jones said. “Running in an earthquake is incredibly dangerous — people die from running in an earthquake. Just get down and try to cover.”  
              If you’ve been outside in any snow-free location lately, it doesn’t take an analysis of 14,252 ticks collected from all over New Hampshire to tell...
		 
              Concord/Penacook■Gibson’s starts May with two big authors. On May 3 at 7 p.m., via Zoom,return to Kat Howard’s world begun in An Unkindness of...
		 
              For Val Zanchuk, the decision to participate in New Hampshire’s new paid family and medical leave system came down to his feelings for the 25...
		 
              They mentioned Grateful Dead songs and lyrics.They cited his rough-and-tumble past that reads like a fallen rock star’s life, emphasizing how he...
		  ","The earthquake struck north of Boise, Idaho, Tuesday evening, with people across a large area reporting shaking.
BOISE, Idaho — A large earthquake struck north of Boise on Tuesday evening, with people across a large area reporting shaking.
We’re all good.”  Brett Woolley, the owner of Bridge Street Grill in Stanley, said he heard the earthquake coming before he felt it.
“I heard the roar, and at first it sounded like the wind but then the roar was tremendous,” Woolley said about 10 minutes after the earthquake.
I’m sitting here perfectly still and the water next to me is still vibrating.”  Dr. Lucy Jones, a seismologist at Caltech and the founder of the Dr. Lucy Jones Center for Science and Seismology, said the Idaho region has an earthquake of about this size every 30 or 40 years.
“An aftershock is just an earthquake, but it happens at a time that doesn’t surprise us,” she said.
“They do every bit as much damage.”  People in an earthquake should drop to the floor and cover their heads with their arms, she said.",Boise,43.6005,-116.2308
2053,'I heard the roar': Big earthquake hits Idaho,2020-04-01 11:56 UTC,https://www.krqe.com/news/national/i-heard-the-roar-big-earthquake-hits-idaho/,"KRQE NEWS 13 -  Breaking News, Albuquerque News, New Mexico News, Weather, and Videos Please enter a search term. Please enter a search term.       BOISE, Idaho (AP) — A large earthquake struck north of Boise Tuesday evening, with people across a large area reporting shaking. The U.S. Geological Survey reports the magnitude 6.5 temblor struck just before 6 p.m. It was centered 73 miles (118 kilometers) northeast of Meridian, near the rural mountain town of Stanley. There were no immediate reports of damage or injuries. More than 2 million live in the region that could feel the Idaho quake, according to the USGS, with reports of shaking coming in from as far away as Helena, Montana, and Salt Lake City, Utah. Marcus Smith, an emergency room health unit coordinator at St. Luke’s Wood River Medical Center, said the hospital, about 65 miles (104 kilometers) south of the epicenter, shook but the quake didn’t interfere with the treatment of any patients. The hospital in Blaine County is on the front line of Idaho’s coronavirus outbreak, in a region with the nation’s highest per-capita rates of known COVID-19 cases outside of New York City and its surrounding counties. “It felt like a wave going through the ground, so I knew right away what it was. It just felt like waves going through the ground,” he said. The earthquake added stress during an already tense time for the region, but Smith said everything seemed fine, for now. “Until the next one, I guess,” Smith said. “I mean, that’s what we do. We’re all good.” Brett Woolley, the owner of Bridge Street Grill in Stanley, said he heard the earthquake coming before he felt it. “I heard the roar, and at first it sounded like the wind but then the roar was tremendous,” Woolley said about 10 minutes after the earthquake. “The whole house was rattling, and I started to panic. I’m sitting here perfectly still and the water next to me is still vibrating.” Dr. Lucy Jones, a seismologist at Caltech and the founder of the Dr. Lucy Jones Center for Science and Seismology, said the Idaho region has an earthquake of about this size every 30 or 40 years. The most recent one, a magnitude 7.0 earthquake near Borah Peak in 1983, killed two children in Challis and caused an estimated $12.5 million in property damage across Challis and Mackay. That quake was along what scientists call a “normal fault,” with the quake causing vertical movement, she said. Tuesday’s quake appeared to be on an unmapped “strike-slip fault,” causing mostly horizontal movement along the fault line. “This is one that wasn’t obvious enough to be mapped before now,” Jones said. Unmapped faults of this size are rarer in highly populated areas like California, she said, but in sparsely populated and remote regions like central Idaho they’re less likely to cause damage and less likely to be a focus of geologists and seismologists. Residents in the region will likely continue to feel aftershocks, she said. The area had already recorded five aftershocks within the first hours after the 6.5 earthquake. “An aftershock is just an earthquake, but it happens at a time that doesn’t surprise us,” she said. “They do every bit as much damage.” People in an earthquake should drop to the floor and cover their heads with their arms, she said. “Get to the floor before the earthquake throws you there, and if you have a table nearby, get under it and hold onto it,” Jones said. “Running in an earthquake is incredibly dangerous — people die from running in an earthquake. Just get down and try to cover.” ___ This story has been corrected to show the temblor struck just before 6 p.m. ___ Associated Press writer Lisa Baumann in Seattle contributed to this report. Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed.","It just felt like waves going through the ground,” he said.
We’re all good.” Brett Woolley, the owner of Bridge Street Grill in Stanley, said he heard the earthquake coming before he felt it.
“I heard the roar, and at first it sounded like the wind but then the roar was tremendous,” Woolley said about 10 minutes after the earthquake.
I’m sitting here perfectly still and the water next to me is still vibrating.” Dr. Lucy Jones, a seismologist at Caltech and the founder of the Dr. Lucy Jones Center for Science and Seismology, said the Idaho region has an earthquake of about this size every 30 or 40 years.
“An aftershock is just an earthquake, but it happens at a time that doesn’t surprise us,” she said.
“They do every bit as much damage.” People in an earthquake should drop to the floor and cover their heads with their arms, she said.",Stanley,35.3552,-81.0938
2055,6.5-magnitude earthquake tumbles Idaho,2020-04-01 04:46 UTC,https://nypost.com/2020/04/01/6-5-magnitude-earthquake-rocks-idaho/," BOISE, Idaho — An earthquake struck north of Boise on Tuesday evening, with people across a large area reporting shaking. The US Geological Survey reports the magnitude-6.5 temblor struck just before 6 p.m. It was centered 73 miles (118 kilometers) northeast of Meridian, near the rural mountain town of Stanley. There were no immediate reports of damage or injuries. More than 2 million live in the region that could feel the Idaho quake, according to the USGS, with reports of shaking coming in from as far away as Helena, Montana, and Salt Lake City, Utah. Marcus Smith, an emergency room health unit coordinator at St. Luke’s Wood River Medical Center, said the hospital, about 65 miles (104 kilometers) south of the epicenter, shook but the quake didn’t interfere with the treatment of any patients. The hospital in Blaine County is on the front line of Idaho’s coronavirus outbreak, in a region with the nation’s highest per-capita rates of known COVID-19 cases outside of New York City and its surrounding counties. “It felt like a wave going through the ground, so I knew right away what it was. It just felt like waves going through the ground,” he said. The earthquake added stress during an already tense time for the region, but Smith said everything seemed fine, for now. “Until the next one, I guess,” Smith said. “I mean, that’s what we do. We’re all good.” Brett Woolley, the owner of Bridge Street Grill in Stanley, said he heard the earthquake coming before he felt it. “I heard the roar, and at first it sounded like the wind but then the roar was tremendous,” Woolley said about 10 minutes after the earthquake. “The whole house was rattling, and I started to panic. I’m sitting here perfectly still and the water next to me is still vibrating.” Dr. Lucy Jones, a seismologist at Caltech and the founder of the Dr. Lucy Jones Center for Science and Seismology, said the Idaho region has an earthquake of about this size every 30 or 40 years. The most recent one, a magnitude-7.0 earthquake near Borah Peak in 1983, killed two children in Challis and caused an estimated $12.5 million in property damage across Challis and Mackay. That quake was along what scientists call a “normal fault,” with the quake causing vertical movement, she said. Tuesday’s quake appeared to be on an unmapped “strike-slip fault,” causing mostly horizontal movement along the fault line. “This is one that wasn’t obvious enough to be mapped before now,” Jones said. Unmapped faults of this size are rarer in highly populated areas like California, she said, but in sparsely populated and remote regions like central Idaho, they’re less likely to cause damage and less likely to be a focus of geologists and seismologists. Residents in the region will likely continue to feel aftershocks, she said. The area had already recorded five aftershocks within the first hours after the 6.5 earthquake. “An aftershock is just an earthquake, but it happens at a time that doesn’t surprise us,” she said. “They do every bit as much damage.” People in an earthquake should drop to the floor and cover their heads with their arms, she said. “Get to the floor before the earthquake throws you there, and if you have a table nearby, get under it and hold onto it,” Jones said. “Running in an earthquake is incredibly dangerous — people die from running in an earthquake. Just get down and try to cover.”","We’re all good.” Brett Woolley, the owner of Bridge Street Grill in Stanley, said he heard the earthquake coming before he felt it.
“I heard the roar, and at first it sounded like the wind but then the roar was tremendous,” Woolley said about 10 minutes after the earthquake.
I’m sitting here perfectly still and the water next to me is still vibrating.” Dr. Lucy Jones, a seismologist at Caltech and the founder of the Dr. Lucy Jones Center for Science and Seismology, said the Idaho region has an earthquake of about this size every 30 or 40 years.
“An aftershock is just an earthquake, but it happens at a time that doesn’t surprise us,” she said.
“They do every bit as much damage.” People in an earthquake should drop to the floor and cover their heads with their arms, she said.",Stanley,35.3552,-81.0938
2060,Salt Lake golf courses shut down Wednesday due to earthquake,2020-03-18 18:08 UTC,https://www.deseret.com/sports/2020/3/18/21185436/salt-lake-golf-courses-shut-down-wednesday-due-to-earthquake,"Golfers play the first hole at Bonneville Golf Course in Salt Lake City on Tuesday, March 17, 2020. Steve Griffin, Deseret News  SALT LAKE CITY — The coronavirus pandemic hasn’t shut down Salt Lake City’s golf courses yet, but Wednesday morning’s earthquake did. All of the five operating courses (Mountain Dell has not opened yet) were shut down for the day by the city following the early morning earthquake. That included Bonneville, Forest Dale, Nibley Park, Glendale and Rose Park.  Bonneville head pro Lynn Landgren said he was told to shut down the course, which only had a half dozen golfers out at the time, soon after the earthquake hit shortly after 7 a.m. The other courses apparently hadn’t opened for the day. He was told the shutdown was not related to the coronavirus crisis and he expected the golf courses to be running later this week.      Copyright © 2023 Deseret News Publishing Company. All Rights Reserved","Steve Griffin, Deseret News  SALT LAKE CITY — The coronavirus pandemic hasn’t shut down Salt Lake City’s golf courses yet, but Wednesday morning’s earthquake did.",Lake City,30.1901,-82.6471
2062,Is a larger earthquake now imminent in Utah?,2020-03-18 16:40 UTC,https://www.deseret.com/utah/2020/3/18/21185295/earthquake-utah-magnitude-salt-lake-city-aftershock,"A firefighter arrives on scene where debris fell off of a building at 400 South and 500 West in Salt Lake City after a 5.7 magnitude earthquake centered in Magna hit early on Wednesday, March 18, 2020. Spenser Heaps, Deseret News  SALT LAKE CITY — The earthquake that rattled the Salt Lake Valley and beyond Wednesday morning does not mean that a bigger one is on the way, a University of Utah seismologist said. Keith Koper, a U. geology and geophysics professor, said the 5.7 magnitude quake that hit the Wasatch Front was “moderate” in size, but considered big for Utah.  “It is not imminent that there is another large earthquake to come,” he said. “Do not expect a much larger earthquake. Do not expect a magnitude 7.” Koper said there is small — 4% to 5% — probability for a bigger earthquake to follow, but historically most earthquake sequences don’t unfold that way. The epicenter was north of Magna, between the city and Antelope Island near the edge of the Great Salt Lake, according to the U.S. Geological Survey. “We know it’s possible that there’s this few percent chance that it could happen and that’s just based on previous observations,” he said. “But the fact is, we can’t and we don’t predict earthquakes.” State agencies were also quelling speculation on social media that a magnitude 9.0 earthquake would hit the state because of Wednesday’s event. “Although it is possible that a larger earthquake in this area could be in the magnitude range of 7.0 to 7.5, the U.S. Geological Survey estimates that the chance of an earthquake of this size is about 1 in 300. Earthquakes of magnitude larger than 7.5 are unlikely to occur in Utah. A magnitude 9.0 earthquake is not possible in Utah,” according to the U. Health Department.   “The greater Magna area is probably not going to get to sleep a lot in the next few days because of this,” said Bob Carey, response and recovery bureau chief for the Utah Division of Emergency Management. Steven Bowman, Utah Geological Survey geologic hazards program manager, echoed Koper, saying, “As we go forward, we expect that we’re going to continue to have some of these smaller aftershocks.” Bowman said in addition to helping building inspectors, crews of geologists were out in the field checking for geological disruptions like landslides or liquefaction, a phenomenon that occurs after earthquakes where sand “boils” up from the ground. Bowman told reporters the damage was minimal.   “So far, we’ve only seen very small geologic evidence of damage,” he said at a news conference. “Some of these older buildings that are brick have had a lot more damage.” Koper described the quake as “relatively shallow,” with a depth of about 6 miles, and because of that it would be felt more strongly near the epicenter. Jess Anderson, Utah Department of Public Safety commissioner, said the earthquake was felt as far away as southern Idaho and Wyoming, across the Uinta Basin and into Millard County.  “We have every person that has always planned and prepared for this at the table and fully functional at this time,” Anderson said.    Sometimes the magnitude of an earthquake can change with more data, and the Magna quake could go up to 5.8 magnitude, Koper said. “It’s not going to get very much bigger than that,” he said. Still, having had at 5.7 magnitude earthquake doesn’t reduce the risk of having future earthquakes on the Wasatch Fault system. “This was not the big one. This is sort of a wake-up call,” Koper said, adding the state should maybe install an earthquake early warning system like the one that recently went live on the West Coast.   Carey said Utahns should use Wednesday’s “designer” earthquake as an opportunity to “calmly” review their family emergency preparedness plans.  “This is the earthquake I always wanted to have happen. I know that sounds nutty. But it puts us now to understand that we can actually have this. It’s not that we’ve been barking at the moon for all these years because it kind of feels like that,” he said. “And this is just a little one. Just think what our big one is going to look like.” Wednesday’s earthquake happened on the Wasatch Fault system, Koper said. The fault parallels the western base of the Wasatch Mountains for 220 miles from near Fayette, Sanpete County, in the south to near Malad, Idaho, in the north. Koper compared the fault to a tree trunk with many branches, and said the earthquake occurred a little west of the main fault line. “One of the reasons we’re having all these aftershocks is because of this main shock that happened. In general, these are all on the Wasatch Front system, so we’re not giving it a new name, a different name,” he said. Utah is built on an ancient lakebed. Part of the reason Wednesday’s shaking was relatively strong is that there’s a lot of sediment or weak rock in the basin, he said. “When you have an earthquake, the ground motion will get amplified. The energy in a sense will get trapped in the basin and it will act sort of like a bowl of jelly,” he said. That’s why people in tall buildings downtown felt significant swaying and shaking and people on the bench not as much, Koper said. Carey noted that some people in close proximity to each other had different experiences. One woman felt the shaking outside, but a man in the garage did not, he said. “People feel it different ways. The soil responds differently,” he said. Koper described the main 5.7 magnitude shock as a “normal faulting” earthquake, meaning the earth’s crust was stretched sideways. One side of the fault slipped downward on the other side of the fault, he said. “This is the type of earthquake that is very typical for this area,” he said. “It is different than the type of earthquakes that normally happen in California, which tend to be more strike-slip or the earthquakes that happen in Alaska, which tend to be crust earthquakes.” Koper said a magnitude 7.0 earthquake would release 1,000 times more energy than a magnitude 6.0. “It’s a totally differently animal, a magnitude 7 versus a magnitude 5.7. It would have been horrific if a magnitude 7 happened where this 5.7 happened this morning,” he said. “You wouldn’t be here. You wouldn’t be able to get here. That would be the difference. You would have significant infrastructure issues. Your biggest problem would be to try to figure out if whether your loved ones had made it out of that,” Carey told reporters at a news conference. “This is one that’s going to catch your attention, and I think we can use this to help better prepare ourselves, but it’s a walk in the park.”       Copyright © 2023 Deseret News Publishing Company. All Rights Reserved","“It is not imminent that there is another large earthquake to come,” he said.
Do not expect a magnitude 7.” Koper said there is small — 4% to 5% — probability for a bigger earthquake to follow, but historically most earthquake sequences don’t unfold that way.
A magnitude 9.0 earthquake is not possible in Utah,” according to the U.
Steven Bowman, Utah Geological Survey geologic hazards program manager, echoed Koper, saying, “As we go forward, we expect that we’re going to continue to have some of these smaller aftershocks.” Bowman said in addition to helping building inspectors, crews of geologists were out in the field checking for geological disruptions like landslides or liquefaction, a phenomenon that occurs after earthquakes where sand “boils” up from the ground.
Sometimes the magnitude of an earthquake can change with more data, and the Magna quake could go up to 5.8 magnitude, Koper said.
This is sort of a wake-up call,” Koper said, adding the state should maybe install an earthquake early warning system like the one that recently went live on the West Coast.
Just think what our big one is going to look like.” Wednesday’s earthquake happened on the Wasatch Fault system, Koper said.
Koper compared the fault to a tree trunk with many branches, and said the earthquake occurred a little west of the main fault line.
“This is the type of earthquake that is very typical for this area,” he said.
“It is different than the type of earthquakes that normally happen in California, which tend to be more strike-slip or the earthquakes that happen in Alaska, which tend to be crust earthquakes.” Koper said a magnitude 7.0 earthquake would release 1,000 times more energy than a magnitude 6.0.
It would have been horrific if a magnitude 7 happened where this 5.7 happened this morning,” he said.",California,38.2969,-76.4949
2063,"Earthquake rattles Utah, Salt Lake City. Here's the reaction",2020-03-18 13:22 UTC,https://www.deseret.com/utah/2020/3/18/21184987/utah-earthquake-salt-lake-city-herriman-magna-today-just-now-news,"Workers put up caution tape and cones after rock facing has fallen off from above the front entrance of Silver Crest Elementary School in Herriman, after a 5.7 magnitude earthquake centered in Magna on Wednesday, March 18, 2020. Scott G Winterton, Deseret News A magnitude 5.7 earthquake just rattled parts of Utah, including Salt Lake City and areas across Salt Lake County and Utah County.  There were multiple aftershocks after the quake, ranging from 2.5 to 3.9 magnitude. According to Utah Emergency Management, this was the largest earthquake in Utah since 1992 when a 5.9 earthquake hit St. George.  “It didn’t feel like a small earthquake at all. I heard things in my kitchen falling,” said Michael McCarlie, who is in an apartment at City Creek Landing in Salt Lake City. At least two aftershocks were felt within 20 minutes of the original quake. Social media users said they felt the shock from Lehi, Bountiful, Herriman, Eagle Mountain, Park City and Salt Lake City, among others. One Twitter user reported feeling the quake in Idaho. This story will be updated. Earthquake in Utah???!?! Y’all please stay safe out there 🙏🏾🙏🏾🙏🏾😱😱😱 We had a 5.7 earthquake out of Magna this morning - felt across much of the state. Follow proper safety measures in the event of any additional aftershocks or quakes. The @UtahDepOfHealth state lab is assessing damage and currently down. The poison control center has been evacuated and the @UtahCoronavirus hotline is down. Please stay away from the downtown area while crews assess damage. Unless you work in public safety, or are an essential employee, remain at home or telework. We are aware of large scale power outage in the Salt Lake Valley Area impacting approximately 32,000 customer due to a 5.7 Magnitude Earthquake in the Magna Utah area. We currently are assessing damages and will restore power as soon as possible.  That was an earthquake we just felt in Utah. A good sized one. Huge Earthquake in Utah. I’m shook right now That was bad in Bountiful.. Everyone after Utah Earthquake pic.twitter.com/3SaVbKfIfU Mild earth quake in Utah? The earth wants us OUT. pic.twitter.com/Fqsl6Cxa7F  Felt it in Lehi! Felt it in Idaho. After the #earthquake here in #Utah. #SLC #airport pic.twitter.com/gYm4PYeWp8 Felt it here at Utah valley hospital in Provo Utah. Same here. Whole house was oscillating 😳  Copyright © 2023 Deseret News Publishing Company. All Rights Reserved","Scott G Winterton, Deseret News A magnitude 5.7 earthquake just rattled parts of Utah, including Salt Lake City and areas across Salt Lake County and Utah County.
Earthquake in Utah???!?!
We are aware of large scale power outage in the Salt Lake Valley Area impacting approximately 32,000 customer due to a 5.7 Magnitude Earthquake in the Magna Utah area.
That was an earthquake we just felt in Utah.
Everyone after Utah Earthquake pic.twitter.com/3SaVbKfIfU Mild earth quake in Utah?
After the #earthquake here in #Utah.",Salt Lake City,40.7776,-111.9311
2064,"5.8 magnitude earthquake off California's North Coast, felt in Bay Area",2020-03-09 04:00 UTC,https://www.fox61.com/article/weather/58-magnitude-earthquake-off-californias-north-coast-felt-in-bay-area/520-78038100-9b12-4bca-ab68-c4a63b18bc64,"Next up in 5 Example video title will go here for this video     SACRAMENTO, Calif. — A 5.8 magnitude earthquake Sunday evening, struck just off the coast near Eureka, California according to the USGS.  The shallow earthquake was felt nearly 200 miles south in the San Francisco Bay Area. The USGS is forecasting a chance of smaller aftershocks near the epicenter over the next week. No tsunami warnings or watches were issued following the earthquake. There are no immediate reports of damage.  A map of where the earthquake was likely felt can be found HERE.      Notifications can be turned off anytime in the browser settings.",The shallow earthquake was felt nearly 200 miles south in the San Francisco Bay Area.,California,38.2969,-76.4949
2136,M-3.4 earthquake strikes north of Salinas,2020-05-27 17:17 UTC,https://www.kron4.com/weather/earthquakes/m-3-4-earthquake-strikes-north-of-salinas/,"KRON4 Please enter a search term. Please enter a search term.       WATSONVILLE, Calif. (KRON) – A preliminary magnitude-3.4 earthquake struck north of Salinas Wednesday morning. The earthquake struck just after 10 a.m.  It was centered about a mile west of Aromas.  The quake had a recorded depth of 6 km.  There are no immediate reports of injuries or damages.  >> Check out KRON4’s Interactive Earthquake Radar here.   Copyright 2023 Nexstar Media Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Our expert shares tips for effectively and efficiently cleaning kids’ bedrooms and her top picks for products that help make children’s items cleaner and safer. Living an environmentally friendly lifestyle can be difficult when you can’t tell if a product is really green. Learn more here about how to avoid greenwashing. You should spend some time finding the perfect guinea pig cage and making sure it’s appropriate for your pets. Thanks for signing up! Watch for us in your inbox. Subscribe Now   Thanks for signing up! Watch for us in your inbox. Subscribe Now","KRON4 Please enter a search term.
Please enter a search term.
(KRON) – A preliminary magnitude-3.4 earthquake struck north of Salinas Wednesday morning.
>> Check out KRON4’s Interactive Earthquake Radar here.",Salinas,36.6883,-121.6317
